ReviewID,Content,Score,Thumbs up,Username
" ee1eaac6-65a4-45d8-8575-c74dade54414,:"," the worst app from one plus team. regretting buying the device because of the app, not even able to connect for the first time . should I wait till one plus fixes their app bugs so that I can use my new one plus watch ?,",1,0, Ashwin Shasikumar
" ab5642dc-a8c8-4b4c-971d-d85053cc8427,:"," The app is not working after updating OS 13, so the watch is useless as it cant be connected to phone. Very poor service. Its still only buffering.,",1,1, Sahaj Vegad
" 9a3c5dad-dc04-4bbc-a74b-bb98e2103ab1,:"," I have an issue with OnePlus band, in device settings it shown an update ia available but while i tap on it and try to update the band then it show LATEST UPDATE  NULL. I reach out the oneplus service center then they give me solution like we will send older version APK file on whats app and you just have to install that version then your issue will resolve.man litterally are you count your brand in best in market while you giving the solution like a Tatty. IMPROVE THE USER EXPERIENCE ASAP.,",1,6, maulik rakholiya
" fd83387b-5f38-4852-85c0-5fe150f7e56b,:"," The app is not working anymore even after updating its just showing the red cable screen but I cannot access my watch anymore or control it,",1,0, Mohamed Ayman
" a26d639b-b694-4f40-b16c-a27aad01d82e,:"," It was good while using OnePlus 6.. Recently i switched to OnePlus 11 and this app is not working at all... It just keep on loading and sliding...,",3,0, Bharat Adam
" 0fd4c4ed-9895-4ec6-bcdc-d72daf3bd384,:"," Cant even open the app. It just keeps constantly trying to refresh itself and jumps between the height and weight screen and refresh screen.,",1,1, Taylor DeLoskey
" 1965883b-6bf7-4d69-8d1e-5fd08af41c07,:"," App no longer works. Stops on loading screen which is a plain black with Oneplus Health logo on the bottom. Smh. Fix this.,",1,0, Justine -
" 11eccb18-96a6-483c-9d47-2d7d4a7f8e6b,:"," The app no longer works or doesnt connect to watch anymore. Need an update on this app version.,",1,0, Balaji senthil kumar
" 78c39341-3588-4460-8250-d39eda779ad0,:"," App does not work after installing android 13 I rely on my watch for a lot of things and its super frustrating that this isnt fixed yet,",1,0, Jessica Dickerson
" 9ec3a4d7-ce77-4746-8dcc-68ecb793a453,:"," Worst experience with one plus health app and watch. The watch is literally waste of money. Very few function which doesnt even work. And now since the new update the watch is not getting connected with app. Its so frustating.,",1,8, Mehrun Shaikh
" adbe75e1-5f43-4132-9329-d05e89e52da9,:"," OnePlus health app is not working properly, no options for connecting the watch. Not working as it was working sometime back. Entire interface seems to be changed cannot see any option to connect or configure watch settings,",1,1, saquib momin
" 45742900-b019-4e59-9fd4-f813e7c4d195,:"," App doesnt work. Called customer care they knew the problem but still cant solve. Regret purchasing one plus watch at such a high price. Other brand in market are more affordable and add more features. Really guys think twice before purchasing one plus watch. I regret it.,",1,0, Vipin Mugdiya
" 0ba4a3b0-e9aa-4fc6-9fa7-363918d53cf1,:"," Glitches. Wont load. Unable to do anything with it. The update created more bugs..,",1,0, J. N.
" e39786d5-dc9f-4e7f-a943-442ea507320e,:"," Worst experience, Application is not showing any activities in mobile. Its only showing one screen with account information. Before a month its working fine but not sure what happened now and I guess one plus is not bothered about it,",1,4, Hariteja Bandla
" a6e99217-4f1f-4ea9-8b09-95f6cca91778,:"," cant open the app. My OnePlus watch is now just a brick. No other communication between watch and phone. Ridiculous.,",1,0, Terry Zhu
" f00835ff-5cd7-4a8f-b39f-7c438d53ac07,:"," OnePlus health app is not working in OnePlus 115g . It is not even opening up properly so that I will be able to setup my watch.,",1,0, Zubair Rawoot
" 533e14eb-5709-4f72-b44a-0f6ca0fc994a,:"," After phone update to latest oxygen on 10th December the OnePlus Health app opens but only to account/red cable club/zen mode and can not access the core of the app at all, not taking data from my OnePlus watch and not syncing it to Google fit, my watch is now largely useless and I have found no comment in issue by OnePlus ( really bad UX oneplus,",1,1, Mark Wickings
" a73a9041-fb32-4eb5-99a2-0a3028a928b1,:"," New installed on a new 1+ 10 pro (with os ver 13). After setup age, height and weight, the app doesnt seem want to start. The OnePlus Health logo slice and the app keep fight to each other. Pretty stupid OnePlus phone cannot open its own app. My OnePlus watch has no use except telling me time...,",1,0, Man Yam
" f010319e-9603-4f50-8396-00d3324d9ac2,:"," not working with Android 13, its only showing a CONFIRM button. Nothing does oif I press that button and with that I am stuck on that page.,",1,1, Hamza
" 7aa7ef77-4695-408a-b3a2-11ecfe194234,:"," Its stuck on the startup loop. I cant get past it, I have tried downloading the app on another android phone and it was working fine. It has been loading for more than 10 minutes now,",1,2, ManTaTo
" 8197650b-1867-45a6-a962-57467745064a,:"," Doesnt deserve even a single star review, its been a month and the app doesnt function on Android 13 . Fix the issue at the earliest, whats the use of the band else ? Even after dropping a mail to report issue theres no response till date. Too bad !!,",1,5, sai rama chandra
" c3c8c558-d158-4f66-9256-28abdd79a6bf,:"," A reasonable tracking app that recently has bombed due to android 13 update. It appears that the app is not compatible with the latest version of Android which is rather disappointing. Any fixes available soon OnePlus boffins????? If not Ill be after another watch from a different company.,",2,3, Anthony Dale
" 3b61d8c1-1069-4979-9414-1e3824c39565,:"," Hello again. Thanks for your answer, I dont have access to edit settings on my watch from the health app and also review my statistics. Watch Version B.70,",1,0, larry samyr castellanos betancourt
" 888a24f2-7002-45ac-8e7f-c705f686ec12,:"," I bought a watch because I own a One Plus 8t, but now I cant use my watch because this app doesnt work on this phone.,",1,1, Josh Walker
" 67c4b301-1e19-4aa5-9b6b-f68a220eb9f8,:", Unable to pair band ... Not working since last update Edit  Started working after February Update ,3,0, Aayush Hardas
" bfad66bb-2b55-499b-8415-a891f802b6a6,:"," App not working any more. Whats the point of having a watch to match the phone if they cant work together.,",1,0, Theresa Brockman
" 53b73836-9c53-4049-bd4b-ad70b0b82c38,:"," App does not work with my one plus 105g pro on TMobile. Will not load the app or interface for my watch.,",1,0, Henry A Terrell
" 2a2ede51-3a8a-458f-8970-60e7d7f6b2e4,:"," App is very slow and I am not able to login for quite sometime and the band remains as is...worst app,",1,0, Asif Shaik
" 78ec304b-efb8-494f-b105-ce9dce1f9189,:"," Very poor.. Frequent connectivity issues. Inaccurate. Not reliable.,",2,0, Ravi Aparanji
" bf634bb0-b9ee-49b2-acae-737c98ea7375,:"," App literally no longer works. It\s asking me to view my profile (something I don\t care about) configure my omoji (I don\t know or care what an omoji is) or toggle zen mode. Literally all watch features are missing and the app is no longer serving it\s stated function anymore.,",1,1, Dillon Karchner
" 2b5e71f1-5266-4a1a-84f0-917c58239f6c,:"," App not working after android 13 update. Please fix it sooner later than later, my watch disconnected from phone because of this...,",1,0, Ovidiu Nistor
" 0d8c7bdc-8868-48e9-b756-5d2d04889290,:"," Both the app and the watch are not working at this time, it becomes an useless item (watch). They are unable to pairing correctly.,",1,1, Jean Louis Wong
" e9f31388-c8be-421b-ac66-c35b5d7ea4ac,:"," App hasnt worked since Android 13, even after a newer OP phone so this app is garbage now. O² joined Colour OS for what?,",1,0, Gallis Kemosabe
" 829946c0-47bb-4c44-87f1-6e6913458fa4,:"," Sir, in recent update, it shows new update available for oneplus fittness band but it shows null version and also when I click update it says downloading but doesnt download or update. So please fix this as early as possible and give a correct update on fittness band. Thanks for solving this issue. Also give some update please.,",5,0, Ninada
" d6ac1187-745a-4fba-bf95-04aad6a6962e,:"," Doesnt even fully load. Constantly loops and you cant get to the main screen,",1,1, Chris Colwell
" b144b248-cad1-4e97-a8fc-1ad15050e7d1,:"," App doesnt work please fix it. I cant use my one Plus watch anymore as it wont paid with my phone.,",1,0, Teodora Balaj
" 7f34d6f2-a99e-4dee-a828-1aa359d0cbd7,:"," Worst application ever I have seen Im trying to open the application it struck on the starting page were it shows OnePlus health thats it I have been facing this issue from past few months now from 2 days Im trying to check my fitness data its not working and not even launching the app tried to reinstall still same OnePlus health team please do update it or fix the problems in the application,",1,2, Shaik Abdul Kaleem Hussain
